id,key_name,key_field,full_name
apt-0583,javier camara,arts,Javier Cámara
apt-0584,jay carney,politics,Jay Carney
apt-0585,jayden hunt,sports,Jayden Hunt
apt-0586,jeff baker,food,Jeff Baker
apt-0587,jeff float,sports,Jeff Float
apt-0588,jeff spear,sports,Jeff Spear
apt-0589,jeffrey m advokat,law,Jeffrey M. Advokat
apt-0590,jen hunt,science,Jen Hunt
apt-0591,jennifer mcclellan,politics,Jennifer McClellan
apt-0592,jeremy butcher,medicine,Jeremy Butcher
apt-0593,jeremy hansen,transport,Jeremy Hansen
apt-0594,jeremy wade,sports,Jeremy Wade
apt-0595,jerry forest franklin,science,Jerry Forest Franklin
apt-0596,jerry rush,sports,Jerry Rush
apt-0597,jim armstrong,sports,Jim Armstrong
apt-0598,jim bottomley,sports,Jim Bottomley
apt-0599,jim marshall,politics,Jim Marshall
apt-0600,jim mcgovern,politics,Jim McGovern
apt-0601,jim pitcher,sports,Jim Pitcher
apt-0602,jim playfair,sports,Jim Playfair
apt-0603,jim starlin,arts,Jim Starlin
apt-0604,jimmy doolittle,military,Jimmy Doolittle
apt-0605,jimmy mcgrory,sports,Jimmy McGrory
apt-0606,joachim low,sports,Joachim Löw
apt-0607,joanna story,science,Joanna Story
apt-0608,jocelyn bell burnell,science,Jocelyn Bell Burnell
apt-0609,jocelyn rose,science,Jocelyn Rose
apt-0610,jodie crane,science,Jodie Crane
apt-0611,joe winters,weather,Joe Winters
apt-0612,joe yawn,medicine,Joe Yawn
apt-0613,johan wallens,sports,Johan Wallens
apt-0614,johann gustav fischer,science,Johann Gustav Fischer
apt-0615,johann strauss,arts,Johann Strauss II
apt-0616,john armstrong,medicine,John Armstrong
apt-0617,john bird,sports,John Bird
apt-0618,john bond,business,John Bond
apt-0619,john brewer,religion,John Brewer
apt-0620,john buschman,science,John Buschman
apt-0621,john c chicken,science,John C. Chicken
apt-0622,john c furman,business,John C. Furman
apt-0623,john cage,arts,John Cage
apt-0624,john carpenter,arts,John Carpenter
apt-0625,john clark,crime,John Clark
apt-0626,john constable,arts,John Constable
apt-0627,john de wolf,sports,John de Wolf
apt-0628,john e steele,law,John E. Steele
apt-0629,john fish,science,John Fish
apt-0630,john h wolfe,medicine,John H. Wolfe
apt-0631,john hardon,religion,John Hardon
apt-0632,john henry leech,science,John Henry Leech
apt-0633,john hunter,medicine,John Hunter
apt-0634,john j keaney,medicine,John J. Keaney
apt-0635,john law,law,John Law
apt-0636,john lawless,law,John Lawless
apt-0637,john laws,law,John Laws
apt-0638,john leech,arts,John Leech
apt-0639,john marshall,law,John Marshall
apt-0640,john mcclellan,politics,John McClellan
apt-0641,john minor wisdom,law,John Minor Wisdom
apt-0642,john nielsen gammon,weather,John Nielsen-Gammon
apt-0643,john peter daniels,law,John Peter Daniels
apt-0644,john preston bailey,law,John Preston Bailey
apt-0645,john sack,sports,John Sack
apt-0646,john sergeant,politics,John Sergeant
apt-0647,john stone,science,John Stone
apt-0648,john taylor doolittle,politics,John Taylor Doolittle
apt-0649,john utaka,sports,John Utaka
apt-0650,john williams,arts,John Williams
apt-0651,john wingfield,science,John Wingfield
apt-0652,john winter,weather,John Winter
apt-0653,johnny bench,sports,Johnny Bench
apt-0654,johnny dickshot,sports,Johnny Dickshot
apt-0655,johnny hekker,sports,Johnny Hekker
apt-0656,johnny podres,sports,Johnny Podres
apt-0657,jon runyan,sports,Jon Runyan
apt-0658,jonatan leandoer,arts,Jonatan Leandoer
apt-0659,jonathan jager,sports,Jonathan Jäger
apt-0660,jose bove,politics,José Bové
apt-0661,jose gustavo angel ramirez,religion,José Gustavo Angel Ramírez
apt-0662,joseph a walker,transport,Joseph A. Walker
apt-0663,joseph bond,business,Joseph Bond
apt-0664,joseph galvin,medicine,Joseph Galvin
apt-0665,joseph gurney cannon,politics,Joseph Gurney Cannon
apt-0666,joseph locke,transport,Joseph Locke
apt-0667,joseph priestley,science,Joseph Priestley
apt-0668,joseph swain,trades,Joseph Swain
apt-0669,josephine bacon,food,Joséphine Bacon
apt-0670,josh earnest,politics,Josh Earnest
apt-0671,josh hunt,sports,Josh Hunt
apt-0672,josh major,military,Josh Major
apt-0673,joshua bell,arts,Joshua Bell
apt-0674,joshua butt,food,Joshua Butt
apt-0675,joshua price,science,Joshua Price
apt-0676,josiah wedgwood,trades,Josiah Wedgwood
apt-0677,juan trippe,transport,Juan Trippe
apt-0678,jules angst,medicine,Jules Angst
apt-0679,julienne stroeve,science,Julienne Stroeve
apt-0680,julio barber,trades,Julio Barber
apt-0681,justin cox,medicine,Justin Cox
apt-0682,justin m bieber,law,Justin M. Bieber
apt-0683,justin steele,sports,Justin Steele
apt-0684,karen riveros,sports,Karen Riveros
apt-0685,karin slaughter,arts,Karin Slaughter
apt-0686,karl b major,military,Karl B. Major
apt-0687,kathleen flood,science,Kathleen Flood
apt-0688,katie volynets,sports,Katie Volynets
apt-0689,katja frieler,science,Katja Frieler
apt-0690,katrina butcher,medicine,Katrina Butcher
apt-0691,keith foulke,sports,Keith Foulke
apt-0692,keith miller,sports,Keith Miller
apt-0693,keith weed,trades,Keith Weed
apt-0694,kelly armstrong,politics,Kelly Armstrong
apt-0695,kelly goodburn,sports,Kelly Goodburn
apt-0696,kelly woods,trades,Kelly Woods
apt-0697,ken drinkwater,science,Ken Drinkwater
apt-0698,ken green,sports,Ken Green
apt-0699,ken weathers,weather,Ken Weathers
apt-0700,kenneth angell,religion,Kenneth Angell
apt-0701,kerry goode,sports,Kerry Goode
apt-0702,kevin admiral,military,Kevin Admiral
apt-0703,kevin blinder,medicine,Kevin Blinder
apt-0704,kevin farmer,trades,Kevin Farmer
apt-0705,kevin hunter sharp,law,Kevin Hunter Sharp
apt-0706,khemo rivera,sports,Khemo Rivera
apt-0707,kim batten,sports,Kim Batten
apt-0708,kim yu seok,sports,Kim Yu-Seok
apt-0709,king whetstone,trades,King Whetstone
apt-0710,kirby puckett,sports,Kirby Puckett
apt-0711,kit bond,politics,Kit Bond
apt-0712,kiyoshi kurosawa,arts,Kiyoshi Kurosawa
apt-0713,klaske meester,education,Klaske Meester
apt-0714,klaus bischoff,sports,Klaus Bischoff
apt-0715,kobbie mainoo,sports,Kobbie Mainoo
apt-0716,kristi kinder,medicine,Kristi Kinder
apt-0717,kyuji fujikawa,sports,Kyuji Fujikawa
apt-0718,lake speed,transport,Lake Speed
apt-0719,lance painter,sports,Lance Painter
apt-0720,lang lang,arts,Lang Lang
apt-0721,larry foote,sports,Larry Foote
apt-0722,larry playfair,sports,Larry Playfair
apt-0723,larry speakes,politics,Larry Speakes
apt-0724,larry sprinkle,weather,Larry Sprinkle
apt-0725,laura knott twine,education,Laura Knott-Twine
apt-0726,lauryn mark,sports,Lauryn Mark
apt-0727,lavor postell,sports,Lavor Postell
apt-0728,lawrence bone,medicine,Lawrence Bone
apt-0729,lawrence casler,science,Lawrence Casler
apt-0730,layne beachley,sports,Layne Beachley
apt-0731,learned hand,law,Learned Hand
apt-0732,lee speakman,law,Lee Speakman
apt-0733,leon billings,business,Leon Billings
apt-0734,leon brittan,politics,Leon Brittan
apt-0735,leon stormy rottman,weather,"Leon ""Stormy"" Rottman"
apt-0736,leonard lance,politics,Leonard Lance
apt-0737,leonard waterworth,transport,Leonard Waterworth
apt-0738,leopold arzt,medicine,Leopold Arzt
apt-0739,les mcburney,law,Les McBurney
apt-0740,les plack,medicine,Les Plack
apt-0741,lesley ann dupigny giroux,weather,Lesley-Ann Dupigny-Giroux
apt-0742,lewis carroll,arts,Lewis Carroll
apt-0743,lewis lipsitt,science,Lewis Lipsitt
apt-0744,lewis moist,sports,Lewis Moist
apt-0745,liam puncher,sports,Liam Puncher
apt-0746,lieselot marinus,politics,Lieselot Marinus
apt-0747,lieutenant mike kafka,military,Lieutenant Mike Kafka
apt-0748,lindsay sleeper,medicine,Lindsay Sleeper
apt-0749,lindsey cox,medicine,Lindsey Cox
apt-0750,liniker,arts,Liniker
apt-0751,lionel baker,sports,Lionel Baker
apt-0752,lionel tiger,science,Lionel Tiger
apt-0753,lis frost,sports,Lis Frost
apt-0754,lisa lightfoot,sports,Lisa Lightfoot
apt-0755,lloy ball,sports,Lloy Ball
apt-0756,lloyd mints,science,Lloyd Mints
apt-0757,lorentz fisker,science,Lorentz Fisker
apt-0758,louis agassiz,science,Louis Agassiz
apt-0759,louis anatole la garde,medicine,Louis Anatole La Garde
apt-0760,louis armstrong,arts,Louis Armstrong
apt-0761,louis henry burns,law,Louis Henry Burns
apt-0762,louis lumiere,arts,Louis Lumière
apt-0763,louis pasteur,science,Louis Pasteur
apt-0764,louise slaughter,politics,Louise Slaughter
apt-0765,luc frieden,politics,Luc Frieden
apt-0766,luchino visconti,arts,Luchino Visconti
apt-0767,lucius cornelius sulla felix,politics,Lucius Cornelius Sulla Felix
apt-0768,lucius quinctius cincinnatus,politics,Lucius Quinctius Cincinnatus
apt-0769,luis curvelo,sports,Luis Curvelo
apt-0770,lukas jager,sports,Lukas Jäger
apt-0771,luke butcher,food,Luke Butcher
apt-0772,luke howard,weather,Luke Howard
apt-0773,m moran weston,business,M. Moran Weston
apt-0774,mackenzie lake,weather,Mackenzie Lake
apt-0775,major owens,politics,Major Owens
apt-0776,malcolm bolton,science,Malcolm Bolton
apt-0777,malcolm champion,sports,Malcolm Champion
apt-0778,manfred apt,sports,Manfred Apt
apt-0779,manlio bacigalupo,sports,Manlio Bacigalupo
apt-0780,marc webb,arts,Marc Webb
apt-0781,marco spijkerman,trades,Marco Spijkerman
apt-0782,marcus tullius cicero,politics,Marcus Tullius Cicero
apt-0783,margaret boyle,medicine,Margaret Boyle
apt-0784,margaret court,sports,Margaret Court
apt-0785,margaret hassan,politics,Margaret Hassan
apt-0786,margaret spellings,politics,Margaret Spellings
apt-0787,margaret storey,science,Margaret Storey
apt-0788,margit kovacs,arts,Margit Kovács
apt-0789,marianne merchez,transport,Marianne Merchez
apt-0790,marie t harte,medicine,Marie T. Harte
apt-0791,marilyn vos savant,media,Marilyn vos Savant
apt-0792,mario lek,trades,Mario Lek
apt-0793,marius wolf,sports,Marius Wolf
apt-0794,mark avery,science,Mark Avery
apt-0795,mark butcher,sports,Mark Butcher
apt-0796,mark clear,sports,Mark Clear
apt-0797,mark crossley,sports,Mark Crossley
apt-0798,mark de man,sports,Mark De Man
apt-0799,mark hart,medicine,Mark Hart
apt-0800,mark henry,sports,Mark Henry
apt-0801,mark kelly,politics,Mark Kelly
apt-0802,mark l prophet,religion,Mark L. Prophet
apt-0803,mark nicholas payne,medicine,Mark Nicholas Payne
apt-0804,mark price,science,Mark Price
apt-0805,mark reckless,politics,Mark Reckless
apt-0806,mark twain,arts,Mark Twain
apt-0807,mark wallington,sports,Mark Wallington
apt-0808,markus wolf,arts,Markus Wolf
apt-0809,markus zimmermann,arts,Markus Zimmermann
apt-0810,martha graham,arts,Martha Graham
apt-0811,martha hatch,science,Martha Hatch
apt-0812,martin rush,sports,Martin Rush
apt-0813,martin schneebeli,science,Martin Schneebeli
apt-0814,mary brush,arts,Mary Brush
apt-0815,mary stampone,weather,Mary Stampone
apt-0816,mary yu,law,Mary Yu
apt-0817,mat sadler,sports,Mat Sadler
apt-0818,mathew barlow,science,Mathew Barlow
apt-0819,matt beekman,trades,Matt Beekman
apt-0820,matt gobush,politics,Matt Gobush
apt-0821,matt groening,arts,Matt Groening
apt-0822,matt taylor,weather,Matt Taylor
apt-0823,matthew alan beat,arts,Matthew Alan Beat
apt-0824,matthew winter,weather,Matthew Winter
apt-0825,max pain griffin,sports,Max Pain Griffin
apt-0826,max schreck,arts,Max Schreck
apt-0827,megan fox,trades,Megan Fox
apt-0828,megan rivers,sports,Megan Rivers
apt-0829,mel garside wight,sports,Mel Garside-Wight
apt-0830,melodee armstrong,law,Melodee Armstrong
apt-0831,mercy otis warren,politics,Mercy Otis Warren
apt-0832,meriwether lewis,science,Meriwether Lewis
apt-0833,michael ball,sports,Michael Ball
apt-0834,michael bang,arts,Michael Bang
apt-0835,michael cloud,politics,Michael Cloud
apt-0836,michael faraday,science,Michael Faraday
apt-0837,michael fish,weather,Michael Fish
apt-0838,michael grimm,politics,Michael Grimm
apt-0839,michael hart,medicine,Michael Hart
apt-0840,michael henry lawson,law,Michael Henry Lawson
apt-0841,michael koch,medicine,Michael Koch
apt-0842,michael lean,food,Michael Lean
apt-0843,michael lord,politics,Michael Lord
apt-0844,michael pollan,food,Michael Pollan
apt-0845,michael rock,sports,Michael Rock
apt-0846,michael t judge,law,Michael T. Judge
apt-0847,michael vickers,religion,Michael Vickers
apt-0848,michael wehner,science,Michael Wehner
apt-0849,michael william fisher,religion,Michael William Fisher
apt-0850,michelle williams court,law,Michelle Williams Court
apt-0851,mickey bass,arts,Mickey Bass
apt-0852,miguel angel alba diaz,religion,Miguel Angel Alba Díaz
apt-0853,miguel angel nguema bee,religion,Miguel Angel Nguema Bee
apt-0854,mike england,sports,Mike England
apt-0855,mike hookem,politics,Mike Hookem
apt-0856,mike stone,science,Mike Stone
apt-0857,mikulas jozef lexmann,religion,Mikuláš Jozef Lexmann
apt-0858,mildred graves,trades,Mildred Graves
apt-0859,misty copeland,arts,Misty Copeland
apt-0860,mo brooks,politics,Mo Brooks
apt-0861,modest mussorgsky,arts,Modest Mussorgsky
apt-0862,moe gardner,sports,Moe Gardner
apt-0863,montez sweat,sports,Montez Sweat
apt-0864,morgan freeman,arts,Morgan Freeman
apt-0865,morgan frost,sports,Morgan Frost
apt-0866,moses blah,politics,Moses Blah
apt-0867,muriel watt,science,Muriel Watt
apt-0868,najee goode,sports,Najee Goode
apt-0869,naomi goldstein cohen,religion,Naomi Goldstein Cohen
apt-0870,nari contractor,sports,Nari Contractor
apt-0871,nat seavy,science,Nat Seavy
apt-0872,natalie francesca woods,trades,Natalie-Francesca Woods
apt-0873,nathan cool,weather,Nathan Cool
apt-0874,nathan leeper,sports,Nathan Leeper
apt-0875,nathaniel hawthorne,arts,Nathaniel Hawthorne
apt-0876,nathaniel sharp,medicine,Nathaniel Sharp
apt-0877,naveen kumar,sports,Naveen Kumar
apt-0878,neil gaiman,arts,Neil Gaiman
apt-0879,neversink,other,Neversink
apt-0880,nicholas burns cox,medicine,Nicholas Burns-Cox
apt-0881,nick fenton wells,sports,Nick Fenton-Wells
apt-0882,nicolae militaru,military,Nicolae Militaru
apt-0883,nicole sprinkles,weather,Nicole Sprinkles
apt-0884,nikolai volkov,sports,Nikolai Volkov
apt-0885,noah webster,arts,Noah Webster
apt-0886,noboru yamada,sports,Noboru Yamada
apt-0887,norman conquest,sports,Norman Conquest
apt-0888,norman eisen,business,Norman Eisen
apt-0889,ocean ramsey,science,Ocean Ramsey
apt-0890,oceana mackenzie,sports,Oceana Mackenzie
apt-0891,officer gunz,law,Officer Gunz
apt-0892,officer officer,law,Officer Officer
apt-0893,officer pistohl,law,Officer Pistohl
apt-0894,officer puestohl,law,Officer Puestohl
apt-0895,oliver goldsmith,arts,Oliver Goldsmith
apt-0896,oliver stone,arts,Oliver Stone
apt-0897,olympia aldersey,sports,Olympia Aldersey
apt-0898,otto koch,food,Otto Koch
apt-0899,p head,education,P. Head
apt-0900,paracelsus,medicine,Paracelsus
apt-0901,paradise,religion,Rev. Paradise
apt-0902,pardeep narwal,sports,Pardeep Narwal
apt-0903,patience scales,arts,Patience Scales
apt-0904,patience wright,arts,Patience Wright
apt-0905,patrick burkhart,science,Patrick Burkhart
apt-0906,patrick h brose,trades,Patrick H. Brose
apt-0907,paul anderson,sports,Paul Anderson
apt-0908,paul burns,law,Paul Burns
apt-0909,paul looney,medicine,Paul Looney
apt-0910,paul mcstay,sports,Paul McStay
apt-0911,paul schwinghammer,trades,Paul Schwinghammer
apt-0912,pekka pouta,weather,Pekka Pouta
apt-0913,penn jillette,arts,Penn Jillette
apt-0914,percival pott,medicine,Percival Pott
apt-0915,peter baker,media,Peter Baker
apt-0916,peter bowler,sports,Peter Bowler
apt-0917,peter burns cox,medicine,Peter Burns-Cox
apt-0918,peter conder,science,Peter Conder
apt-0919,peter crouch,sports,Peter Crouch
apt-0920,peter doughty cook,food,Peter Doughty-Cook
apt-0921,peter king,politics,Peter King
apt-0922,peter magyar,politics,Péter Magyar
apt-0923,peter pullum,medicine,Peter Pullum
apt-0924,peter skidmore,science,Peter Skidmore
apt-0925,peter taal,media,Peter Taal
apt-0926,phil roof,sports,Phil Roof
apt-0927,philander rodman,military,Philander Rodman Jr.
apt-0928,philip glass,arts,Philip Glass
apt-0929,philip howard spiceland,weather,Philip Howard Spiceland
apt-0930,philip sharp,politics,Philip Sharp
apt-0931,philip syng physick,medicine,Philip Syng Physick
apt-0932,phyllis green,trades,Phyllis Green
apt-0933,pierre auguste renoir,arts,Pierre-Auguste Renoir
apt-0934,pierre boncoeur,medicine,Pierre Boncoeur
apt-0935,pierre salinger,politics,Pierre Salinger
apt-0936,piloo reporter,sports,Piloo Reporter
apt-0937,pim visser,business,Pim Visser
apt-0938,pinch thomas,sports,Pinch Thomas
apt-0939,prentice henry marshall,law,Prentice Henry Marshall
apt-0940,preston brooks,politics,Preston Brooks
apt-0941,price fishback,science,Price Fishback
apt-0942,prince fielder,sports,Prince Fielder
apt-0943,publius cornelius lentulus spinther,politics,Publius Cornelius Lentulus Spinther
apt-0944,publius cornelius scipio africanus,military,Publius Cornelius Scipio Africanus
apt-0945,publius valerius publicola,politics,Publius Valerius Publicola
apt-0946,quentin jammer,sports,Quentin Jammer
apt-0947,quinten post,sports,Quinten Post
apt-0948,quintus caecilius metellus pius,military,Quintus Caecilius Metellus Pius
apt-0949,quintus horatius flaccus,arts,Quintus Horatius Flaccus
apt-0950,quintus pedius publicola,politics,Quintus Pedius Publicola
apt-0951,r a sparkes,science,R. A. Sparkes
apt-0952,r p waters,sports,R. P. Waters
apt-0953,ralf richter,law,Ralf Richter
apt-0954,randall toothaker,medicine,Randall Toothaker
apt-0955,raphael cohen,religion,Raphael Cohen
apt-0956,raphael wolf,sports,Raphael Wolf
apt-0957,ravi tailor,trades,Ravi Tailor
apt-0958,ray baker,sports,Ray Baker
apt-0958,raymond baker,sports,Raymond Baker
apt-0959,ray guy,sports,Ray Guy
apt-0960,ray reardon,sports,Ray Reardon
apt-0961,raymond ban,weather,Raymond Ban
apt-0962,raymond measures,science,Raymond Measures
apt-0963,red barber,sports,Red Barber
apt-0964,rehman malik,politics,Rehman Malik
apt-0965,rem koolhaas,arts,Rem Koolhaas
apt-0966,rembrandt,arts,Rembrandt
apt-0967,rene magritte,arts,René Magritte
apt-0968,reverend harry drummond potter,law,Reverend Harry Drummond Potter
apt-0969,rex armstrong,law,Rex Armstrong
apt-0970,rex hunt,sports,Rex Hunt
apt-0971,rich batchelor,sports,Rich Batchelor
apt-0972,rich fairbank,business,Rich Fairbank
apt-0973,rich ricci,business,Rich Ricci
apt-0974,richard betts,science,Richard Betts
apt-0975,richard bright,medicine,Richard Bright
apt-0976,richard carver,medicine,Richard Carver
apt-0977,richard chopp,medicine,Richard Chopp
apt-0978,richard green,sports,Richard Green
apt-0979,richard grip,business,Richard Grip
apt-0980,richard hart,medicine,Richard Hart
apt-0981,richard kingson,sports,Richard Kingson
apt-0982,richard law,law,Richard Law
apt-0983,richard lazarus,science,Richard Lazarus
apt-0984,richard limb,medicine,Richard Limb
apt-0985,richard strauss,arts,Richard Strauss
apt-0986,richard thomas chopp,medicine,Richard Thomas Chopp
apt-0987,richard trench,science,Richard Trench
apt-0988,rick scott,politics,Rick Scott
apt-0989,ringo starr,arts,Ringo Starr
apt-0990,river phoenix,arts,River Phoenix
apt-0991,rob banks,law,Rob Banks
apt-0992,rob goode,sports,Rob Goode
apt-0993,rob sunny roseman,weather,"Rob ""Sunny"" Roseman"
apt-0994,robert alexander courts,law,Robert Alexander Courts
apt-0995,robert boyle,science,Robert Boyle
apt-0996,robert burns,arts,Robert Burns
apt-0997,robert burns woodward,science,Robert Burns Woodward
apt-0998,robert capa,arts,Robert Capa
apt-0999,robert cashdollar,business,Robert Cashdollar
apt-1000,robert crumb,arts,Robert Crumb
apt-1001,robert field,science,Robert Field
apt-1002,robert forrest,science,Robert Forrest
apt-1003,robert frost,arts,Robert Frost
apt-1004,robert hooke,science,Robert Hooke
apt-1005,robert joseph baker,religion,Robert Joseph Baker
apt-1006,robert joseph fisher,religion,Robert Joseph Fisher
apt-1007,robert l gibson,transport,Robert L. Gibson
apt-1008,robert l swann,science,Robert L. Swann
apt-1009,robert odell owens,politics,Robert Odell Owens
apt-1010,robert payne,medicine,Robert Payne
apt-1011,robert peary,science,Robert Peary
apt-1012,robert rathbun,sports,Robert Rathbun
apt-1013,robert skinner,medicine,Robert Skinner
apt-1014,robert steele,politics,Robert Steele
apt-1015,roberta l nutt,education,Roberta L. Nutt
apt-1016,robin fox,science,Robin Fox
apt-1017,robin frost,science,Robin Frost
apt-1018,robin mahfood,business,Robin Mahfood
apt-1019,rod muddle,transport,Rod Muddle
apt-1020,roger kneebone,medicine,Roger Kneebone
apt-1021,roger light,arts,Roger Light
apt-1022,roger marshall,politics,Roger Marshall
apt-1023,roger printup,education,Roger Printup
apt-1024,rollie fingers,sports,Rollie Fingers
apt-1025,ronald lee watt,trades,Ronald Lee Watt
apt-1026,rookie davis,sports,Rookie Davis
apt-1027,rory best,sports,Rory Best
apt-1028,rosalind brewer,business,Rosalind Brewer
apt-1029,rowland wolfe,sports,Rowland Wolfe
apt-1030,roy blunt,politics,Roy Blunt
apt-1031,roy romer,education,Roy Romer
apt-1032,rudolf von richter,law,Rudolf von Richter
apt-1033,russell brain,medicine,Russell Brain
apt-1034,russell hiatt,trades,Russell Hiatt
apt-1035,russell mark,sports,Russell Mark
apt-1036,ruth apt,sports,Ruth Apt
apt-1037,ryan winterton,sports,Ryan Winterton
apt-1038,sales shooters hill auctioneer,business,Sales (Shooters Hill auctioneer)
apt-1039,sally ride,transport,Sally Ride
apt-1040,salmon portland chase,law,Salmon Portland Chase
apt-1041,salva sevilla,sports,Salva Sevilla
apt-1042,salvador dali,arts,Salvador Dalí
apt-1043,sam byrd,sports,Sam Byrd
apt-1044,sam hunt,sports,Sam Hunt
apt-1045,samantha power,politics,Samantha Power
apt-1046,samuel augustus foot,politics,Samuel Augustus Foot
apt-1047,samuel champion,weather,Samuel Champion
apt-1048,samuel chase,law,Samuel Chase
apt-1049,samuel collier major,politics,Samuel Collier Major
apt-1050,samuel foote,arts,Samuel Foote
apt-1051,sandy archer,sports,Sandy Archer
apt-1052,sara blizzard,weather,Sara Blizzard
apt-1053,sarah al mazrouei,transport,Sarah Al Mazrouei
apt-1054,sarah counsell,law,Sarah Counsell
apt-1055,sarah frampton,business,Sarah Frampton
apt-1056,sarah hall,science,Sarah Hall
apt-1057,sarah payne,medicine,Sarah Payne
apt-1058,sarah slater,crime,Sarah Slater
apt-1059,sarah vowell,arts,Sarah Vowell
apt-1060,satchel paige,sports,Satchel Paige
apt-1061,saul perlmutter,science,Saul Perlmutter
apt-1062,scott diamond,sports,Scott Diamond
apt-1063,scott goodyear,sports,Scott Goodyear
apt-1064,scott h stoleson,trades,Scott H. Stoleson
apt-1065,scott hatch,science,Scott Hatch
apt-1066,scott mcclellan,politics,Scott McClellan
apt-1067,scott perry,politics,Scott Perry
apt-1068,scott speed,sports,Scott Speed
apt-1069,sean baker,food,Sean Baker
apt-1070,sean cash,science,Sean Cash
apt-1071,sebastian wolf,sports,Sebastian Wolf
apt-1072,selwyn image,arts,Selwyn Image
apt-1073,seulgi moon,science,Seulgi Moon
apt-1074,seuss,arts,Dr. Seuss
apt-1075,sextus aelius paetus catus,politics,Sextus Aelius Paetus Catus
apt-1076,seymour nurse,sports,Seymour Nurse
apt-1077,shabbatai hakohen,religion,Shabbatai HaKohen
apt-1078,shane lechler,sports,Shane Lechler
apt-1079,shannon walker,transport,Shannon Walker
apt-1080,shari skinner,medicine,Shari Skinner
apt-1081,she ar yashuv cohen,religion,She'ar Yashuv Cohen
apt-1082,sheila boyle,medicine,Sheila Boyle
apt-1083,shelby goldgrab,business,Shelby Goldgrab
apt-1084,shepard smith,media,Shepard Smith
apt-1085,sherman glenn finesilver,law,Sherman Glenn Finesilver
apt-1086,sidney ray,science,Sidney Ray
apt-1087,sigmund freud,medicine,Sigmund Freud
apt-1088,silas masih,food,Silas Masih
apt-1089,simon archer,sports,Simon Archer
apt-1090,simon grove,science,Simon Grove
apt-1091,simon head,education,Simon Head
apt-1092,sina movahed,sports,Sina Movahed
apt-1093,skip waters,weather,Skip Waters
apt-1094,snowden d flora,weather,Snowden D. Flora
apt-1095,sonia seneviratne,science,Sonia Seneviratne
apt-1096,sonya lucatero,trades,Sonya Lucatero
apt-1097,sparky lyle,sports,Sparky Lyle
apt-1098,spottswood poles,sports,Spottswood Poles
apt-1099,st john fisher,religion,St. John Fisher
apt-1100,stacy l clark,trades,Stacy L. Clark
apt-1101,stan lee,arts,Stan Lee
apt-1102,stella law,science,Stella Law
apt-1103,stephanie nicola barwise,law,Stephanie Nicola Barwise
apt-1104,stephen buyer,politics,Stephen Buyer
apt-1105,stephen j pope,religion,Stephen J. Pope
apt-1106,stephen king,arts,Stephen King
apt-1107,stephen knight,politics,Stephen Knight
apt-1108,stephen sparks,science,Stephen Sparks
apt-1109,steve king,politics,Steve King
apt-1110,steve pool,weather,Steve Pool
apt-1111,steve slater,sports,Steve Slater
apt-1112,steve wohlenhaus,weather,Steve Wohlenhaus
apt-1113,steven bookman,science,Steven Bookman
apt-1114,stevie wonder,arts,Stevie Wonder
apt-1115,sting,arts,Sting
apt-1116,sting ray robb,transport,Sting Ray Robb
apt-1117,stone phillips,media,Stone Phillips
apt-1118,storm dunlop,weather,Storm Dunlop
apt-1119,storm field,weather,Storm Field
apt-1120,storm huntley,weather,Storm Huntley
apt-1121,stromile swift,sports,Stromile Swift
apt-1122,suani save,sports,Suani Save
apt-1123,subrahmanyan chandrasekhar,science,Subrahmanyan Chandrasekhar
apt-1124,sue yoo,law,Sue Yoo
apt-1125,summer trolli,weather,Summer Trolli
apt-1126,sumner starrfield,science,Sumner Starrfield
apt-1127,sunny hostin,media,Sunny Hostin
apt-1128,sunshine brosi,science,Sunshine Brosi
apt-1129,surekha yadav,transport,Surekha Yadav
apt-1130,susan l stout,trades,Susan L. Stout
apt-1131,susan powell,weather,Susan Powell
apt-1132,sven sundgaard,weather,Sven Sundgaard
apt-1133,tasha snow,science,Tasha Snow
apt-1134,taylor hunt,sports,Taylor Hunt
apt-1135,taylor swift,arts,Taylor Swift
apt-1136,ten million,sports,Ten Million
apt-1137,terrell suggs,sports,Terrell Suggs
apt-1138,terri gale,weather,Terri Gale
apt-1139,terry godlove,education,Terry Godlove
apt-1140,thelred the unready,politics,Æthelred the Unready
apt-1141,thierry le luron,arts,Thierry Le Luron
apt-1142,thomas banks,crime,Thomas Banks
apt-1143,thomas bowler,sports,Thomas Bowler
apt-1144,thomas crapper,trades,Thomas Crapper
apt-1145,thomas edward kill,medicine,Thomas Edward Kill
apt-1146,thomas grace,religion,Thomas Grace
apt-1147,thomas graves,trades,Thomas Graves Jr.
apt-1148,thomas hacker,science,Thomas Hacker
apt-1149,thomas hodgkin,medicine,Thomas Hodgkin
apt-1150,thomas hunt morgan,science,Thomas Hunt Morgan
apt-1151,thomas huxley,science,Thomas Huxley
apt-1152,thomas langdon grace,religion,Thomas Langdon Grace
apt-1153,thomas love peacock,arts,Thomas Love Peacock
apt-1154,thomas neill cream,medicine,Thomas Neill Cream
apt-1155,thomas porter,religion,Thomas Porter
apt-1156,thomas rush,sports,Thomas Rush
apt-1157,thurgood marshall,law,Thurgood Marshall
apt-1158,tiger jack payne,sports,Tiger Jack Payne
apt-1159,tiger woods,sports,Tiger Woods
apt-1160,tim cahill,sports,Tim Cahill
apt-1161,tim field,science,Tim Field
